ClientID,ClientNaturalKey,FirstName,LastName,DOB,Age,Gender,Province,City,PostalFSA,Segment,PreferredLanguage,DigitalPreference,RiskTier,EmployerID,AdvisorID,JoinDate
CLT610606669,C4181884247,Jacqueline,Mahoney,1954-03-04,71,M,AB,Brianport,Y3R,Affluent,Bilingual,App,Low,,,2017-06-18
CLT459844754,C7712505345,Patrick,Garcia,1947-03-28,78,M,QC,Cameronmouth,L9A,Mass,FR,App,Med,,,2021-03-22
CLT874360748,C3343500534,Megan,Sullivan,2005-02-23,20,F,NL,Kevinside,P7B,Mass,EN,Call Centre,Low,EMP30283071,ADV2842054,2014-07-14
CLT531061848,C3841352595,Courtney,Barron,2006-11-05,19,M,ON,Jimmyton,E2H,Affluent,Bilingual,Web,Low,EMP56632735,,2023-07-12
CLT431488490,C0071603254,Cheryl,Warren,1963-05-09,62,M,QC,Victoriaberg,X8E,Mass,FR,App,Low,EMP41288611,ADV6265141,2019-04-09
CLT000007477,C5713631456,Debbie,Smith,1967-04-14,58,F,ON,New Barbaratown,R8J,Affluent,EN,Web,Low,,ADV4830916,2014-11-07
CLT601691601,C8673820556,Jamie,Boone,1965-11-06,60,F,ON,New Stephanie,J8A,High Net Worth,EN,Web,Med,EMP75689172,ADV4098157,2022-06-21
CLT565427373,C5220586837,Kimberly,Davis,1964-03-31,61,M,QC,Gillstad,L2X,Affluent,FR,App,High,EMP14646266,ADV5381758,2021-10-11
CLT593805592,C4719719196,Kelly,Allen,1987-09-18,38,F,ON,Schmidtburgh,T1X,Mass,EN,Web,Med,EMP54444445,,2010-12-25
CLT551944806,C4935390978,Angela,Landry,1955-03-15,70,F,QC,Amandashire,A8L,Mass,FR,Web,High,EMP29674801,ADV0005578,2012-01-30
CLT098539274,C4577564431,Kyle,Simpson,1992-01-15,33,M,ON,North Bonnieborough,H5N,Mass,EN,Advisor,Low,,,2012-08-13
CLT879638672,C5020653391,Joseph,Bradley,1949-05-21,76,F,ON,South Rachel,Y1H,Mass,EN,Call Centre,Low,,,2011-08-04
CLT583521742,C8716848904,Cindy,Frazier,2006-07-09,19,M,ON,Ryanfort,L6K,Mass,EN,Call Centre,Low,EMP01088171,ADV4590285,2017-09-11
CLT114304995,C8538996555,Jeremy,Perez,1997-07-20,28,M,ON,West Amyborough,L2X,Affluent,EN,App,Low,,ADV3667233,2024-06-11
CLT597153195,C7140089379,Brett,Mcdonald,1953-09-26,72,M,QC,Sullivanbury,H5T,Mass,FR,App,High,EMP72466912,ADV0754919,2016-03-16
CLT670382162,C0532305429,Hector,Moody,1956-10-06,69,M,NB,Mckenzieport,Y7T,Affluent,FR,App,Med,,,2014-01-05
CLT877716109,C9784703491,Brandon,Johnson,1972-05-24,53,M,QC,Andrewport,V7K,Mass,FR,App,Low,EMP17133085,ADV2662402,2011-03-16
CLT263744046,C5401308987,Jamie,Brown,1974-07-11,51,M,ON,Marquezview,Y1N,Affluent,EN,Advisor,Med,EMP97559238,,2014-07-06
CLT785967125,C7942352422,Peter,Collins,1972-06-22,53,F,ON,Williamfurt,R7K,Mass,EN,Advisor,Low,,ADV6667981,2012-10-01
CLT549405202,C6549732200,Summer,Mcpherson,1946-09-17,79,F,AB,Port Margaret,V5A,Mass,Bilingual,Call Centre,Med,,ADV1948398,2020-05-21
CLT064904953,C1074563803,Jeffrey,Edwards,1986-03-14,39,F,ON,Port Marc,M4Y,Mass,FR,Web,Med,,ADV9550208,2020-04-04
CLT628620689,C5650201831,Adrienne,Castillo,1998-12-26,27,F,ON,Averyview,M9G,Mass,EN,Call Centre,Low,EMP56325343,,2021-09-09
CLT698381895,C0768892128,Daniel,Escobar,1969-09-28,56,F,ON,Kristenside,T5H,Affluent,Bilingual,Call Centre,Low,EMP83812210,,2017-06-22
CLT910302146,C7261369116,Brenda,Kim,1975-01-26,50,M,ON,East James,V8Y,Mass,EN,Web,Low,,,2016-03-03
CLT137237328,C4718419145,Jordan,Brady,1989-10-31,36,F,AB,New Scott,M4X,Mass,Bilingual,Web,Med,,ADV4567234,2023-11-21
CLT994047901,C6697118645,Sandra,Martin,1964-09-01,61,F,BC,Gabriellaville,N9A,High Net Worth,EN,Web,Low,EMP90222480,ADV4894870,2013-09-28
CLT211425955,C9282492702,Yvonne,Myers,1962-03-07,63,M,MB,Shaunfort,E5T,Mass,Bilingual,Call Centre,Med,,ADV4200602,2017-11-27
CLT969909125,C2117637026,Jessica,Gibson,1948-05-14,77,M,QC,Jacobland,J5C,Mass,EN,Web,Med,EMP17817374,,2022-08-25
CLT794233227,C8532599702,Benjamin,Johnson,1972-01-29,53,F,ON,East Jaclyn,K4B,Affluent,EN,App,Low,,ADV5854985,2019-09-02
CLT951654076,C4973527006,Charles,Miller,1962-10-16,63,M,ON,South Aaronhaven,M9C,Affluent,EN,Web,Low,,ADV9270549,2021-03-05
CLT235560501,C5524648520,Kelly,Campbell,1967-08-08,58,M,ON,New Amanda,K3C,Mass,Bilingual,Web,Low,,,2018-10-31
CLT068977103,C0489783659,Sharon,Murray,1971-12-29,54,F,ON,South Williemouth,A3B,Mass,FR,Call Centre,Med,,ADV7465353,2012-11-08
CLT346018538,C0937418017,Michael,Riley,1960-07-09,65,M,SK,North Lisa,L1R,Mass,EN,Call Centre,Med,,ADV1523224,2010-03-26
CLT686599760,C8515551050,Charles,Waters,1982-05-12,43,M,QC,Lake Scottmouth,H1E,Mass,EN,App,Med,EMP87791929,,2021-01-30
CLT810400431,C9286450033,Linda,Gregory,1988-03-14,37,M,Unknown,Parkerport,A7L,Mass,EN,App,Low,EMP26417851,ADV3360056,2023-11-27
CLT922873290,C3113843428,Tiffany,Baker,1972-05-06,53,M,QC,New Johnview,L5K,Mass,EN,App,Low,,ADV9490920,2019-09-12
CLT600152690,C7022943738,Erin,Hays,1976-04-07,49,M,QC,Jeremyfort,N7A,Mass,FR,App,Low,EMP57162254,ADV4104514,2016-12-15
CLT691401921,C2409656853,Lee,Ellis,1963-09-29,62,M,NB,Tiffanystad,X2T,Mass,FR,Advisor,Med,,ADV0547866,2016-02-09
CLT822875827,C7387253507,Dale,Wright,2004-06-07,21,F,AB,Stephensfurt,H3R,Mass,EN,Advisor,Med,,ADV6520247,2024-08-15
CLT653158018,C9652815087,David,Miller,1947-04-24,78,M,QC,Port Katrina,Y6X,Mass,FR,Web,Med,,ADV3878818,2018-02-18
CLT854095038,C5503413156,Kayla,Wheeler,2004-03-12,21,X/Other,NS,Bryanberg,K2E,Affluent,EN,Web,Low,EMP79949566,ADV5314257,2011-01-08
CLT961137772,C4115247638,Nicole,Page,1993-06-04,32,F,ON,New James,J6S,Mass,EN,Call Centre,Low,,,2020-09-03
CLT337707335,C7949643766,Jessica,Garrett,1985-10-26,40,F,ON,North Melissamouth,E1K,Mass,EN,Advisor,Low,,ADV1168369,2020-04-27
CLT495889695,C3565779812,Mark,Morris,1949-03-04,76,M,QC,Jamesburgh,N2A,Mass,FR,Web,Low,,,2019-08-06
CLT388394262,C0002176516,Justin,Torres,1954-07-22,71,M,SK,Port Lisaview,N2P,Mass,EN,App,Med,EMP61712892,ADV3782206,2014-06-29
CLT454110696,C9702069195,Evan,Valdez,1948-12-27,77,M,ON,Josefurt,J4A,Mass,Bilingual,App,Low,,ADV3463969,2016-08-03
CLT580098501,C5102551913,Scott,Martin,2007-09-11,18,F,NB,Lake Markside,V5R,Mass,EN,App,Low,,ADV2614390,2015-08-14
CLT725744994,C4688825866,Kyle,Callahan,1993-01-21,32,M,Unknown,Port Tanyaville,J8V,Mass,FR,Call Centre,Low,EMP81959853,,2012-06-05
CLT201595970,C4214789497,Martin,Robinson,1990-06-24,35,F,QC,Michealborough,E7L,High Net Worth,FR,Advisor,Low,EMP14118728,ADV0044032,2024-11-06
CLT350038655,C8212176426,Benjamin,Reeves,1960-08-15,65,F,ON,Port Stacey,E2M,Mass,Bilingual,Call Centre,Med,EMP92486320,ADV0528518,2021-04-11
CLT583225296,C4939547503,Jennifer,Cox,1972-04-28,53,F,QC,Lake Kimside,H2T,Mass,EN,Call Centre,Low,EMP04185304,ADV6821408,2018-06-14
CLT324895105,C1568814054,Dwayne,Rodriguez,1967-08-11,58,F,ON,Latashafort,S8N,Affluent,EN,App,Med,,ADV3207388,2018-07-25
CLT638037217,C5590637199,Eric,Perez,1962-08-10,63,F,QC,Aliciamouth,X7A,Mass,FR,Web,Low,,,2022-12-19
CLT814911248,C8666602023,Erica,Lloyd,1962-10-17,63,F,BC,Campbellshire,G6H,Mass,Bilingual,Web,Low,,,2019-12-09
CLT438232159,C8130336999,Jacob,Hodges,1959-04-12,66,F,MB,East Richard,B6X,High Net Worth,EN,Web,Med,,ADV5829109,2020-11-06
CLT209107194,C1534436942,Laurie,Hall,1977-06-23,48,F,ON,Adamsfurt,A3P,Mass,FR,Call Centre,Low,,,2013-09-18
CLT622759967,C2366271012,Ariana,Williamson,1964-12-23,61,F,ON,Christianmouth,A2V,Affluent,Bilingual,Call Centre,Low,EMP40349959,ADV3667233,2018-01-01
CLT858014046,C9170772646,Monica,Bartlett,1954-08-24,71,F,QC,Charlesborough,L5X,Mass,FR,App,Med,,,2010-02-11
CLT398876619,C7249295471,Robyn,Goodman,1956-08-11,69,F,ON,Patriciaton,L8N,Affluent,EN,App,Med,,ADV4501952,2023-05-02
CLT726495711,C3205377068,Carl,Martinez,1976-06-14,49,F,AB,Johnview,P1X,Mass,Bilingual,Web,Low,,ADV3136651,2024-05-26
CLT966464662,C1248657561,Jeffrey,Benitez,1947-03-08,78,F,QC,Lake Christinaberg,N2B,Affluent,FR,Web,Med,EMP92315135,ADV1039394,2013-12-26
CLT897008193,C3564659922,Marcus,Smith,1946-01-20,79,M,QC,Lake Jacobland,X7J,Mass,EN,Web,Low,,ADV3463969,2016-09-02
CLT166675346,C5705396288,Scott,Stokes,2006-11-12,19,F,ON,New Lori,P5K,Mass,EN,Advisor,Low,EMP32210908,ADV2697698,2022-12-06
CLT740457872,C3206060494,Lisa,Newton,1982-05-20,43,M,QC,New Robinmouth,X5H,Affluent,FR,Web,Low,,ADV6657853,2023-05-20
CLT021621547,C3947972742,Tommy,Murphy,1982-01-31,43,M,ON,East Andrewborough,S5J,Mass,EN,App,Low,,,2011-05-01
CLT900893124,C0141166463,Michael,Martin,1985-02-08,40,M,BC,Port Stanley,J1K,Mass,EN,Web,High,,,2017-12-12
CLT010749433,C1172437606,Pamela,Clark,1976-01-04,49,M,QC,Lake Stevenmouth,Y4A,High Net Worth,FR,Call Centre,Med,EMP63903139,ADV1467739,2010-05-06
CLT917890686,C7767077096,Joseph,Gomez,2003-03-22,22,F,BC,Bowersburgh,A1J,Affluent,FR,App,Med,EMP40887645,ADV3623181,2019-03-10
CLT898718626,C8809600422,Preston,Hall,1985-02-24,40,M,ON,West Maryfort,Y2C,Affluent,EN,Advisor,Low,EMP08451612,ADV3742463,2015-02-17
CLT186621438,C7196836826,Chad,Ward,1984-12-27,41,M,AB,Saraport,M6A,Mass,EN,Web,Med,EMP95906096,ADV1818717,2012-10-27
CLT967973223,C9351803344,Keith,Ford,1993-08-14,32,F,BC,Port Joshua,K8J,Mass,EN,Advisor,Low,EMP14282158,ADV2098858,2011-05-19
CLT269249903,C3094381290,Benjamin,Frank,1977-09-07,48,F,ON,Floresland,H2P,Mass,EN,App,Med,EMP16817174,ADV3529095,2012-01-21
CLT329706557,C6913430096,Mark,White,1948-01-02,77,M,ON,West Richardborough,V6J,Mass,EN,Call Centre,Low,EMP88281543,ADV0906854,2014-09-21
CLT474980130,C6742932915,Patrick,Sosa,2004-11-29,21,M,QC,Johnhaven,A4A,Mass,FR,Web,High,,ADV7331296,2013-03-16
CLT008478166,C3843239102,Kenneth,Dodson,1952-02-18,73,X/Other,ON,North Omarborough,M8C,Mass,EN,App,Med,,ADV7284447,2024-11-28
CLT986655588,C8462836567,Nancy,Hernandez,1989-06-21,36,F,QC,Matthewborough,A3R,Mass,FR,Call Centre,Low,EMP31299062,ADV3422954,2022-02-11
CLT202424494,C5930734332,Eric,Hart,1993-09-21,32,F,ON,North Michael,X9C,Affluent,EN,Web,Med,,,2021-10-14
CLT140062603,C8192227550,Walter,Bishop,1950-11-12,75,M,SK,East Randyton,P5K,Mass,FR,App,Low,EMP11919203,ADV2264945,2020-02-26
CLT555533447,C1579370645,Erin,Jones,1976-06-23,49,F,NS,Joannmouth,R2P,Affluent,EN,Call Centre,Med,EMP35577283,ADV1258167,2024-08-30
CLT157336654,C9402066477,Amy,Miranda,2006-07-20,19,F,ON,Smithhaven,G6X,Mass,FR,Advisor,High,EMP02052757,,2016-02-12
CLT014724218,C9322771527,Julia,Johnson,1967-09-07,58,M,ON,Gomezshire,E2E,Mass,Bilingual,Call Centre,Med,EMP73294044,,2014-01-11
CLT998472526,C4855346928,Jennifer,Floyd,1982-12-03,43,F,ON,Moranbury,H4A,Affluent,Bilingual,App,Med,EMP60553980,ADV6595530,2012-03-17
CLT430245875,C4615219087,Rebecca,Murray,1992-11-05,33,F,Unknown,Port Jessicaborough,G9T,Mass,EN,Web,Low,EMP73750442,,2024-08-18
CLT448835354,C0145266625,Melissa,Bender,1974-12-07,51,M,ON,Matthewville,R3T,Affluent,Bilingual,Call Centre,Low,EMP26889119,,2024-12-26
CLT871093174,C6793802871,Kayla,Conner,1945-10-14,80,M,ON,Keithshire,E6X,Mass,Bilingual,Advisor,Low,,ADV7413491,2021-12-08
CLT563566935,C0570367376,Michael,Cunningham,1955-12-08,70,F,SK,New Coreymouth,X4S,Mass,EN,Web,Low,EMP77383092,ADV3623181,2020-07-01
CLT779194223,C8419728263,David,Sanchez,1970-01-15,55,X/Other,ON,Port Monicamouth,S6A,Affluent,Bilingual,Web,High,,ADV6722466,2024-12-15
CLT912790444,C6018406231,Eileen,Sullivan,1975-12-17,50,F,AB,Lindsayhaven,J5P,Mass,EN,Call Centre,Low,EMP18763346,,2016-12-24
CLT751272434,C7154718829,Patrick,Williams,1982-03-31,43,F,AB,South Michelle,Y5P,Mass,Bilingual,Web,Low,EMP55838799,ADV4501952,2018-11-29
CLT727794067,C4152436504,William,Colon,1954-08-03,71,F,ON,South Michaelmouth,S8K,Affluent,EN,Web,Low,,,2019-04-05
CLT013551197,C9312582451,Lori,Watts,1997-12-03,28,M,ON,New Nicholasberg,M8L,Mass,EN,Call Centre,Low,,ADV5273388,2024-03-12
CLT534933411,C8703487721,John,Kelly,1972-08-11,53,F,AB,Carterfort,E1H,Mass,Bilingual,Web,Med,,,2014-12-30
CLT863540715,C7396871445,Samantha,Cox,1974-04-17,51,M,ON,Brooketon,G1V,Affluent,EN,Web,Med,EMP16817174,ADV3151962,2016-10-20
CLT244420170,C4080525405,Robert,Gonzales,2002-01-10,23,F,QC,Wilsonbury,N2R,Mass,FR,Web,Low,EMP12530875,ADV7327371,2013-03-05
CLT536616628,C5069116899,Kelly,Huff,1950-12-02,75,F,ON,Mortonfort,R1N,Affluent,EN,App,Med,EMP58991516,,2019-09-17
CLT406434936,C2488657041,Michael,Reyes,1963-04-13,62,F,NL,Allenville,C6N,Mass,EN,Web,Med,,ADV4308904,2010-11-30
CLT858424122,C9453070250,Laura,Casey,2002-10-24,23,F,QC,Port Shelly,M8C,Mass,FR,App,Low,,ADV4737705,2013-05-31
CLT018890934,C8725750334,Chloe,Simpson,1970-03-04,55,M,MB,New Kathleenmouth,Y9V,Mass,EN,App,Low,,ADV0687582,2018-01-16
CLT199704296,C9177418784,Brian,Rubio,1995-04-01,30,F,QC,Melissaville,R5G,Mass,FR,Web,Low,EMP52372557,ADV0110156,2023-05-13
CLT985276796,C2029085090,Lisa,Vaughn,1960-07-04,65,F,QC,Arthurborough,H4P,Mass,FR,Call Centre,Low,EMP27791495,ADV0073829,2010-08-02
CLT644119107,C1224155609,Gregory,Davis,1980-03-20,45,M,QC,South Steventon,V1A,Mass,EN,App,Low,EMP67718535,ADV6966898,2018-06-23
CLT143430260,C1565893379,Nicholas,Johnson,1986-10-17,39,F,QC,Stuarttown,X4V,Mass,FR,Web,Low,,,2010-06-18
CLT286559084,C9307879851,James,Hobbs,1969-01-11,56,M,QC,Port Morganside,T6H,Mass,FR,Call Centre,Med,,,2024-03-28
CLT423523986,C2550888278,Denise,Williams,1957-07-29,68,F,AB,East Thomas,C4R,Affluent,EN,App,Med,EMP81207238,ADV7904566,2024-12-20
CLT288962391,C4576220527,Reginald,Cruz,1990-08-28,35,F,AB,North Amy,Y8P,Affluent,EN,Web,High,,ADV0641106,2014-07-13
CLT754192553,C6686962090,Sheila,Willis,1972-07-23,53,F,AB,Harrisland,M4H,Mass,EN,Advisor,Low,,ADV0708482,2012-11-03
CLT116727623,C9846070778,Patricia,Green,1951-01-21,74,M,QC,Doughertyville,M7T,Mass,FR,Call Centre,Med,EMP73855148,ADV0107558,2012-10-06
CLT350956638,C5841452487,Tommy,Robinson,1970-09-25,55,M,ON,Johnsshire,A4V,Affluent,EN,App,Med,,ADV5063155,2022-08-23
CLT305180292,C5898017621,Erik,Parsons,1973-01-12,52,F,NB,West Erin,G2Y,Mass,EN,Call Centre,Low,EMP37831815,,2012-12-24
CLT582308097,C8512102044,Kristin,Woods,2003-10-03,22,F,ON,East Kurt,X8L,High Net Worth,EN,Web,Med,,ADV2717951,2010-05-25
CLT345732144,C1379423816,Haley,Lin,1946-03-19,79,F,MB,East Wendyside,R2J,High Net Worth,Bilingual,App,Low,EMP71880484,ADV1623438,2018-05-02
CLT682221177,C8472009424,Julie,Pratt,1947-11-14,78,M,ON,Nathanielhaven,T9B,Mass,EN,Call Centre,Low,EMP13123104,ADV1933702,2012-08-20
CLT858485015,C3287165329,Eric,Harris,1978-03-27,47,F,AB,Davidmouth,M8J,Mass,EN,App,Low,EMP95627864,,2020-05-05
CLT817815833,C2805885854,Keith,Osborne,1983-11-03,42,M,NL,Jeffreychester,J5C,Affluent,EN,Web,Med,EMP49243113,,2024-09-14
CLT443527618,C4906109497,Alyssa,Diaz,1962-03-23,63,M,QC,North Dylan,L1Y,Mass,FR,Advisor,Low,,,2017-03-25
CLT259696841,C5489870543,George,Blevins,2000-05-23,25,M,ON,West Barbara,B1S,Mass,EN,Advisor,High,,ADV1613902,2021-02-21
CLT151440803,C8189634254,Bryce,Hall,1967-10-09,58,F,ON,East Amyberg,J7J,Mass,EN,Web,Low,,ADV1577933,2017-11-14
CLT800829115,C4489519831,Diana,Knapp,1993-12-12,32,M,AB,Taylorberg,V8G,Affluent,EN,App,Med,EMP42446983,,2023-12-03
CLT976207114,C5488488956,Maria,Bailey,1947-08-06,78,F,ON,Elizabethchester,R3N,High Net Worth,FR,Call Centre,Med,,ADV5020667,2023-05-21
CLT382642977,C0769541416,Bryan,White,2004-09-19,21,F,SK,Nicholastown,A6G,Mass,Bilingual,App,High,EMP83957878,,2011-12-10
CLT426926840,C7832975865,Joseph,Kelley,1969-06-20,56,F,QC,Port Adam,P7E,Affluent,FR,Web,Low,EMP54097599,ADV2863666,2011-01-08
CLT917477201,C9267596351,Michael,Wright,2001-04-28,24,F,BC,Brianberg,X2L,Affluent,EN,Web,Low,EMP78927543,,2011-05-17
CLT280638578,C9940397466,Jennifer,Howard,2003-07-13,22,M,ON,Grayton,M3M,Mass,EN,App,High,,ADV1740281,2013-03-05
CLT983935281,C7373714567,Melissa,Harris,1978-07-17,47,F,ON,Youngton,B2E,Mass,Bilingual,Call Centre,Med,,ADV1417078,2019-08-29
CLT948411861,C9187120311,Lisa,Morgan,1953-01-11,72,F,ON,Mossfurt,A5M,Affluent,EN,Web,Med,EMP51024118,ADV0463380,2012-10-02
CLT354051366,C8761229009,Janet,Stark,1988-12-02,37,F,NL,Elizabethstad,X3N,Mass,FR,Call Centre,Low,EMP31392821,ADV8637670,2019-08-16
CLT052484504,C7636394445,Natasha,Adams,1993-03-28,32,M,SK,New Scott,X5M,Mass,FR,Call Centre,Low,,ADV5678778,2020-09-05
CLT769710288,C7154368190,Joseph,Bailey,1966-07-04,59,X/Other,SK,Nelsonport,L5T,Affluent,EN,App,Low,EMP71017780,,2018-10-14
CLT776366097,C3250182812,Alexandra,White,1992-01-24,33,M,AB,South Jennifermouth,C4K,Mass,EN,Web,Low,,ADV4103474,2015-09-04
CLT226284069,C2246271606,Mary,Walker,1946-10-14,79,M,NB,Padillaville,P7P,Mass,EN,App,Low,EMP23153744,ADV3809811,2016-08-19
CLT397735268,C2396961240,Crystal,Hoover,1961-08-28,64,M,ON,East Ryan,V1T,Mass,EN,Advisor,Med,,,2018-08-17
CLT681625133,C2603403051,Scott,Espinoza,1994-09-21,31,M,NL,North Tina,G1N,Affluent,Bilingual,App,Low,,ADV4807061,2017-02-28
CLT575823468,C0057191156,Tonya,Santos,1999-12-11,26,X/Other,MB,North Taylorborough,G6B,Mass,FR,Web,Low,,ADV2662402,2023-02-26
CLT594561130,C4597614158,Sara,Lambert,1977-06-28,48,M,ON,Carlastad,E9R,Affluent,Bilingual,Web,Med,EMP62212170,ADV5829109,2016-08-16
CLT436959668,C6819927513,Ray,Smith,2000-08-02,25,M,QC,West Erinton,S1E,Mass,EN,App,Med,EMP14552526,,2014-05-12
CLT596346270,C2805717235,Hayley,Cabrera,2001-01-26,24,M,AB,New Reginaldmouth,R7P,Mass,EN,App,Low,,ADV6893386,2016-01-14
CLT701987961,C7577798414,Maria,Phillips,1964-01-20,61,F,BC,New Leahfurt,S5M,Mass,Bilingual,App,Low,EMP00228886,ADV2171045,2017-04-28
CLT826860781,C9556127592,Zachary,Skinner,2001-04-20,24,F,QC,Smithstad,S1M,Mass,EN,Call Centre,Low,,ADV2662402,2020-02-13
CLT910560160,C6455547533,Norma,Todd,1961-07-13,64,M,QC,Lake Brianfurt,S8R,Mass,EN,Web,Low,EMP78429434,ADV4590285,2023-08-01
CLT828737249,C5916117763,Rachel,Nguyen,1950-12-15,75,M,ON,Richardland,V1S,Mass,Bilingual,Web,Med,,ADV2856165,2015-11-03
CLT891308781,C0338253086,Robert,Harris,1965-09-15,60,F,BC,Andrewmouth,A8T,Mass,EN,App,Med,,ADV1477178,2010-07-28
CLT373295776,C7176452378,Mary,Matthews,2003-06-28,22,M,NL,East Kimberly,J9B,Affluent,Bilingual,Web,Med,,ADV3273676,2022-08-17
CLT794800343,C4242428523,Daniel,Young,1970-04-13,55,M,BC,Holmesview,C3K,Mass,EN,App,Low,,,2012-02-28
CLT801601887,C0377095446,Bridget,Flores,2001-04-07,24,F,AB,North Nicolas,A2N,Mass,FR,Web,Low,EMP03597751,,2017-06-27
CLT313128222,C5716174709,Paul,Phillips,1951-10-09,74,M,QC,Matthewburgh,A9S,Mass,FR,Web,Low,,ADV5268427,2018-09-27
CLT189282496,C1956535933,Tammy,Dalton,1982-09-16,43,F,QC,Lake Michaelbury,E5S,Affluent,FR,App,Low,EMP05721876,ADV5754124,2020-07-18
CLT846279152,C9380193812,Christopher,Thompson,1957-01-05,68,F,QC,Larryfort,H6N,Mass,Bilingual,App,Low,,ADV5969127,2018-10-20
CLT644352204,C1362797080,Susan,Hall,1977-04-29,48,M,ON,Maryhaven,X7E,Mass,Bilingual,Call Centre,Low,EMP48223311,,2010-06-23
CLT662848800,C6761809614,Michele,Patel,1982-02-03,43,X/Other,AB,Evelynchester,T7N,Mass,FR,App,Med,,ADV3782206,2022-02-09
CLT583667857,C1330402839,Daniel,Camacho,1948-08-25,77,F,BC,Cindyshire,J8A,High Net Worth,FR,Advisor,Med,EMP25290978,ADV6517091,2014-11-16
CLT635781311,C1368585859,Todd,Myers,1975-09-10,50,M,QC,Judithville,H9N,Mass,FR,Web,High,,ADV8891512,2012-05-11
CLT293950376,C0912606427,Michael,Moore,1959-10-09,66,M,ON,Seanburgh,H5J,Affluent,EN,Web,Med,,ADV2665713,2023-02-03
CLT317572132,C6365336444,Theresa,Yang,2007-12-21,18,M,ON,New Zacharymouth,T3H,Mass,EN,Web,Low,EMP72786396,ADV8962924,2015-09-27
CLT551435742,C4878793264,Megan,Ryan,1993-02-11,32,M,ON,West Mark,K5A,Mass,EN,Advisor,Low,,ADV4758963,2010-02-05
CLT979267812,C2605141155,Zachary,Skinner,1977-05-07,48,F,BC,Munozstad,B9J,Mass,Bilingual,Web,Low,,ADV5878682,2014-04-01
CLT951198257,C7907644551,Kelly,Mayo,2001-06-27,24,M,ON,New Jenniferville,M7B,Mass,EN,App,Low,EMP01333371,,2015-12-03
CLT437020818,C4696921932,Katelyn,Brown,1963-12-01,62,M,BC,Lisatown,C9K,Mass,Bilingual,Call Centre,Med,EMP82541401,,2018-02-06
CLT415349600,C0324094385,Matthew,Moore,1985-08-04,40,F,ON,Robertville,K7C,Mass,EN,App,Low,,ADV1368804,2022-08-28
CLT764722479,C8331037893,Mary,Hughes,1954-02-06,71,M,ON,Hansentown,K6S,Mass,EN,Advisor,Med,,ADV6082853,2016-07-23
CLT264881605,C5597459219,Nancy,Chan,1948-09-27,77,M,BC,Port William,N8L,Affluent,FR,Call Centre,High,EMP01477241,ADV4621030,2016-04-08
CLT233585892,C2596686278,Betty,Livingston,1950-01-16,75,M,QC,West Christopher,X3V,Mass,FR,Advisor,Low,EMP01464118,ADV0414474,2010-01-09
CLT821241557,C2332841584,Karen,Smith,1997-12-13,28,M,ON,Mitchellmouth,S2J,Mass,EN,App,Med,EMP97104564,ADV1876842,2011-01-18
CLT919806206,C7959606835,Debra,Allen,1991-04-16,34,F,QC,Lake Jesuschester,T2R,Mass,FR,Web,Low,,ADV0196283,2011-11-30
CLT016070321,C3447674811,Mike,Chaney,1951-06-06,74,F,AB,East Christinamouth,J9R,Affluent,EN,App,Med,EMP30283071,ADV4628188,2019-05-11
CLT521346010,C2026360868,Cheyenne,Lopez,2001-07-11,24,F,SK,New Steven,K7E,Mass,EN,Web,Med,,ADV1914468,2017-09-19
CLT752587921,C7443443211,Deborah,Williams,2005-12-16,20,M,BC,Barrettmouth,X7T,Affluent,EN,Call Centre,Med,EMP96444831,,2012-02-23
CLT791758136,C1841821142,Katie,Young,1965-10-30,60,F,NS,Burtonfort,A5H,Mass,Bilingual,App,Med,,ADV1084026,2017-11-16
CLT884314929,C9041451899,Dustin,Randolph,2007-01-17,18,M,QC,Chelsealand,T1G,Mass,FR,Web,Low,EMP72786396,ADV2980924,2010-02-12
CLT217479152,C9243126406,Cynthia,Jackson,2003-06-09,22,F,ON,Fraziershire,N3A,Mass,EN,Web,Med,EMP63925524,ADV2387605,2014-02-17
CLT421547467,C9832785648,Kyle,Griffin,1998-08-06,27,F,AB,Hallton,K4L,Mass,FR,Web,Med,,ADV7018596,2023-01-18
CLT045601874,C3203005433,Lisa,Warren,1998-06-25,27,M,MB,East Christine,S1M,Affluent,FR,Web,Med,EMP11919203,,2014-10-28
CLT026685721,C5917093763,Jacqueline,Cabrera,1954-03-05,71,X/Other,QC,Lake Rossstad,N6V,Mass,FR,Web,Med,EMP91200891,ADV7222382,2011-01-31
CLT388010789,C2516077681,Tara,Nolan,1998-04-23,27,F,QC,Jessicachester,L2C,Affluent,FR,App,Med,EMP68025763,ADV9771177,2013-06-07
CLT154998237,C2390133723,Donna,Graham,1953-07-25,72,M,BC,South Amber,S8Y,Mass,FR,App,Med,EMP97630120,ADV5699558,2020-06-14
CLT650494848,C3049312330,Ashley,Knight,1961-07-25,64,F,BC,Williamschester,C8A,Mass,FR,Advisor,Med,,,2022-01-01
CLT868030625,C9813427825,Matthew,Gonzalez,1984-04-18,41,F,ON,Riddleland,C5B,Mass,Bilingual,App,Low,EMP97394541,ADV8402053,2014-09-06
CLT876063937,C2927520294,James,Estrada,1975-08-03,50,F,MB,Smithberg,M2V,Mass,EN,App,Med,,,2024-12-28
CLT532258930,C6544254934,Mark,Payne,1962-06-16,63,F,QC,Steeleborough,A2N,Mass,EN,Call Centre,Med,,ADV1869519,2016-10-25
