AdvisorID,AdvisorName,Channel,Province,Region,StartDate,ActiveFlag,Email
ADV7737987,Elizabeth Martinez,Independent Advisor,ON,Central,2018-05-29,1,nicholasjohnson@dominguez.com
ADV7827139,Lauren Carr,Independent Advisor,QC,East,2014-07-22,1,cassandralewis@yahoo.com
ADV2842054,Kenneth Coffey,Independent Advisor,ON,Central,2011-07-10,0,barnesrichard@hotmail.com
ADV5020391,Joshua Salazar,Career Sales Force,ON,Central,2009-08-29,1,robertbrown@yahoo.com
ADV6059315,Scott Keller,Independent Advisor,BC,West,2015-08-17,1,kevin11@yahoo.com
ADV2886667,Todd Simpson,Digital/Direct,ON,Central,2019-03-13,1,qvance@benton.com
ADV4930669,William Collins,Independent Advisor,ON,Central,2010-06-01,1,yewing@hotmail.com
ADV3453747,Nicholas Watson,Digital/Direct,BC,West,2010-01-24,1,garymarks@arnold-rosales.com
ADV4295753,Steven Garcia,Independent Advisor,ON,Central,2022-01-14,1,reedjohn@hotmail.com
ADV9394009,Debbie King,Bank/Partner,AB,West,2012-06-24,1,robert73@leon.info
ADV5386661,Charles Crawford,Career Sales Force,SK,West,2018-05-20,1,melissastephenson@swanson-vazquez.com
ADV0707127,Kenneth Wallace,Bank/Partner,NS,East,2016-12-26,1,rachel77@yahoo.com
ADV6760821,Megan Morgan,Career Sales Force,QC,East,2009-04-24,1,garciaernest@yahoo.com
ADV8154701,Justin Taylor,Career Sales Force,ON,Central,2020-03-18,1,dennis86@nolan.com
ADV4476194,Gina Schwartz,Career Sales Force,QC,East,2009-11-22,1,woodardlaura@hotmail.com
ADV9905443,Robert Navarro,Career Sales Force,QC,East,2010-09-30,1,jenniferboyer@walker-williamson.net
ADV5412186,Lisa Black,Digital/Direct,QC,East,2013-11-25,1,vmahoney@kim.com
ADV3302901,Jermaine Lowe,Group Plan Sponsor,ON,Central,2009-11-12,0,jacksoncynthia@yahoo.com
ADV8504733,Joseph Roberson,Bank/Partner,ON,Central,2008-06-04,1,huynhjoshua@gmail.com
ADV6592216,William Bush,Career Sales Force,ON,Central,2022-11-29,1,zachary95@yahoo.com
ADV5363154,Stephen Nguyen,Digital/Direct,ON,Central,2014-07-30,0,edwardsmichael@hotmail.com
ADV4492250,John Perkins,Independent Advisor,ON,Central,2013-02-10,1,wchandler@hotmail.com
ADV1556184,Ronald Nelson,Career Sales Force,SK,West,2009-11-09,1,hjacobson@yahoo.com
ADV1324444,Christopher Carpenter,Independent Advisor,ON,Central,2022-10-22,1,robinsonjustin@smith-carter.com
ADV9949882,Bridget Randall,Independent Advisor,QC,East,2009-10-02,1,jchase@gmail.com
ADV4300648,Anna Smith,Career Sales Force,NS,East,2014-02-14,1,lopezian@rodriguez.org
ADV6084596,Dr. Peter Brooks MD,Independent Advisor,ON,Central,2023-04-24,1,zwilliams@yahoo.com
ADV0140171,Daniel Miller,Independent Advisor,QC,East,2023-04-04,1,michaela20@wilson-morales.info
ADV1502969,Eric Mayer,Career Sales Force,BC,West,2020-06-21,1,psingh@mason.com
ADV3623181,Kimberly Maynard,Independent Advisor,ON,Central,2008-12-10,1,lopezaustin@hotmail.com
ADV2443329,Anthony Alexander,Independent Advisor,QC,East,2015-11-17,1,khooper@washington-townsend.com
ADV5996819,Douglas Caldwell,Independent Advisor,AB,West,2011-09-28,0,shane22@yahoo.com
ADV4720841,Mary Harris,Group Plan Sponsor,BC,West,2011-11-20,1,twright@gmail.com
ADV6047743,Erika Johnson,Bank/Partner,AB,West,2022-04-13,1,daniel27@hotmail.com
ADV8101840,Brittany Pierce,Independent Advisor,NL,East,2018-07-23,1,gmontgomery@gmail.com
ADV1084026,Philip Davis,Independent Advisor,ON,Central,2023-09-27,1,richard04@yahoo.com
ADV5800037,Sandra Miller,Independent Advisor,BC,West,2019-11-28,1,baileytara@yahoo.com
ADV6266174,William Black,Independent Advisor,QC,East,2010-05-23,1,johngreen@fletcher.com
ADV0376273,Sherry Glover,Career Sales Force,BC,West,2022-01-24,1,jonestiffany@hotmail.com
ADV4098157,Blake Drake,Independent Advisor,BC,West,2012-01-08,1,parsonsgordon@smith.net
ADV5292338,Ryan Ward,Independent Advisor,BC,West,2014-07-19,1,ogreen@hotmail.com
ADV5799899,Jessica Spencer,Independent Advisor,MB,Central,2015-06-29,1,hwalker@yahoo.com
ADV9611738,Thomas Alexander,Digital/Direct,ON,Central,2018-11-29,1,vsanders@smith.com
ADV9672498,Tina Cole,Independent Advisor,BC,West,2020-08-31,1,mcarlson@gmail.com
ADV2948561,Brittany Clayton,Independent Advisor,ON,Central,2021-01-25,1,kellerchristian@graham.net
ADV3780064,Anthony Davidson,Career Sales Force,QC,East,2015-09-20,1,gonzalezmonique@hotmail.com
ADV8030781,Julie Williams,Career Sales Force,BC,West,2010-06-03,1,lorilee@lin-fisher.com
ADV3809811,Brett Lozano DDS,Independent Advisor,AB,West,2014-07-22,1,ricky66@marshall.org
ADV6050537,Christine Thompson,Independent Advisor,QC,East,2008-03-06,1,hernandezkyle@gmail.com
ADV8466922,Dawn Joyce,Career Sales Force,QC,East,2018-01-01,1,kaylahanson@roberson.com
ADV3782165,Jose Joseph,Career Sales Force,ON,Central,2009-05-21,1,douglas93@thomas.com
